ID_paper,yes/no (final filtering),type,author,title,abstract,year,journal,doi,source,filename,n_duplicates
91,no,Article,Volp; Trevor M. and Zalucki; Myron P. and Furlong; Michael J.,Ontogenetic Changes in the Feeding Behaviour of <i>Helicoverpa armigera</i> Larvae on Pigeonpea (<i>Cajanus cajan</i>) Flowers and Pods,"Despite substantial research examining caterpillar-plant interactions, changes in the feeding behaviour of lepidopteran larvae as they develop are poorly understood. In this study, we investigated ontogenetic changes in the behaviour of Helicoverpa armigera larvae feeding on reproductive structures of pigeonpea (Cajanus cajan). Specifically, we examined the preference for and avoidance of pigeonpea flowers and pods of first, second, third, and fourth instar H. armigera larvae. We also conducted a no-choice assay to compare the ability of third and fourth instar larvae to penetrate pigeonpea pod walls, which act as a physical defence against herbivory. When presented with a choice between pigeonpea pods and flowers, different instars behaved differently. First and second instar larvae largely avoided pigeonpea pods, instead feeding on flowers; third instar larvae initially avoided pods, but by 24 h, did not strongly discriminate between the structures; and fourth instars demonstrated a preference for pods. When initially placed on pods, first instars were slower than other instars to leave these structures, despite pods being suboptimal feeding sites for small caterpillars. We identified a clear instar-specific ability to penetrate through the pod wall to reach the seeds. Most third instar larvae were unable to penetrate the pod wall, whereas most fourth instars succeeded. Third instars suffered a physiological cost (measured by relative growth rate) when boring through the pod wall, which was not observed in fourth instars. Our study further illuminates the insect-plant interactions of the H. armigera-pigeonpea system and provides evidence for the significant changes in feeding behaviour that may occur during lepidopteran larval development.",2024,PLANTS-BASEL,10.3390/plants13050696,Web of Science,savedrecs.bib,1
92,no,Article,Lehmann; Gerlind U. C.,Density-dependent plasticity of sequential mate choice in a bushcricket (Orthoptera: Tettigoniidae),"Mate choice is a common phenomenon in animals and several factors have been proposed as being involved in the acceptance or rejection of a partner. I investigated the effect of population density on the mate-sampling behaviour of female Xederra charactus (bushcrickets). In my study, female bushcrickets adjusted the tactic of sequential mate sampling in response to mate density, visiting a series of up to five different males per night. Under low-density conditions, females visited fewer males in a night and were less likely to reject a copulation attempt than females under high-density conditions. Rejection of a male occurred during 29\% of copulations in areas of high population density, but during only 8\% in areas of low population density. Moreover, at low densities, females were less likely to reject mates later in the night, which can be interpreted as a reaction to the time constraints of a finite nightly mating period. Females in high-density populations also more often chose males with a higher mass of the spermatophore-producing accessory glands. Due to such choice, females might receive a larger nuptial gift at mating. These results are consistent with tactical models of search behaviour in which females adjust their behaviour to the number of potential mates and the length of the mating period.",2007,AUSTRALIAN JOURNAL OF ZOOLOGY,10.1071/ZO06105,Web of Science,savedrecs.bib,1
93,yes,Article,Sloan; Nadia S. and Lovegrove; Maxine and Simmons; Leigh W.,Social manipulation of sperm competition intensity reduces seminal fluid gene expression,"A considerable body of evidence supports the prediction that males should increase their expenditure on the ejaculate in response to sperm competition risk. The prediction that they should reduce their expenditure with increasing sperm competition intensity is less well supported. Moreover, most studies have documented plasticity in sperm numbers. Here we show that male crickets Teleogryllus oceanicus exhibit reduced seminal fluid gene expression and accessory gland mass in response to elevated sperm competition intensity. Together with previous research, our findings suggest that strategic adjustments in seminal fluid composition contribute to competitive fertilization success in this species.",2018,BIOLOGY LETTERS,10.1098/rsbl.2017.0659,Web of Science,savedrecs.bib,1
94,no,Article,Gadenne; Christophe and Barrozo; Romina B. and Anton; Sylvia,Plasticity in Insect Olfaction: To Smell or Not to Smell?,"In insects, olfaction plays a crucial role in many behavioral contexts, such as locating food, sexual partners, and oviposition sites. To successfully perform such behaviors, insects must respond to chemical stimuli at the right moment. Insects modulate their olfactory system according to their physiological state upon interaction with their environment. Here, we review the plasticity of behavioral responses to different odor types according to age, feeding state, circadian rhythm, and mating status. We also summarize what is known about the underlying neural and endocrinological mechanisms, from peripheral detection to central nervous integration, and cover neuromodulation from the molecular to the behavioral level. We describe forms of olfactory plasticity that have contributed to the evolutionary success of insects and have provided them with remarkable tools to adapt to their ever-changing environment.",2016,NA,10.1146/annurev-ento-010715-023523,Web of Science,savedrecs.bib,1
95,no,Article,SHAPIRO; AM,PHYSIOLOGICAL AND DEVELOPMENTAL RESPONSES TO PHOTOPERIOD AND TEMPERATURE AS DATA IN PHYLOGENETIC AND BIOGEOGRAPHIC INFERENCE,Latent developmental or physiological responses to environment that can be evoked by laboratory manipulation provide an opportunity to reconstruct the history of latitudinal dispersal and invasion of stressful climates. Examples are given from the photoperiodic regulation of gonadal cycles in birds and from photoperiodic and temperature controls over diapause and polyphenism in butterflies.,1980,SYSTEMATIC ZOOLOGY,10.2307/2992340,Web of Science,savedrecs.bib,1
96,no,Article,PluotSigwalt; D,Diversity of the integumentary abdominal glandular system of the Scarabaeidae (S Str) (Coleoptera): Morphology and repartition of the cuticular structures,"The glandular abdominal system is described and compared, for the two sexes, in about 100 species of Scarabaeidae (s. str.) representing 60 genera and 10 tribe. Descriptions are made from the cuticular structures associated to glands of ectodermal origin, especially the efferent ductules of the secretory cells, the structure and variations of which provide informations of great interest. In each species, the characteristics of the ductules (morphology, distribution, density) allow a precise schematic representation of the glandular system. In most cases, the system is composed of glandular units that are either dispersed or gathered in clumps or large patches situated on the sternites and the pygidium. Sternal glands exhibit a pronounced sexual dimorphism. This comparative study illustrates the extraordinary diversity of the abdominal glandular system in this group of Coleoptera, as well as its remarkable plasticity. Some glandular characteristics do, however, prove to be constant, useful for systematics and able to provide valuable indications in the search for affinities between species. These descriptions may also be useful in the field of chemical communication in Scarabaeidae.",1995,ANNALES DE LA SOCIETE ENTOMOLOGIQUE DE FRANCE,NA,Web of Science,savedrecs.bib,1
97,yes,Article,Sarikaya; Didem Pelin and Belay; Abel A. and Ahuja; Abha and Dorta; Aisha and Green; II; Delbert Andre and Extavour; Cassandra G.,The roles of cell size and cell number in determining ovariole number in <i>Drosophila</i>,"All insect ovaries are composed of functional units called ovarioles, which contain sequentially developing egg chambers. The number of ovarioles varies between and within species. Ovariole number is an important determinant of fecundity and thus affects individual fitness. Although Drosophila oogenesis has been intensively studied, the genetic and cellular basis for determination of ovariole number remains unknown. Ovariole formation begins during larval development with the morphogenesis of terminal filament cells (TFCs) into stacks called terminal filaments (TFs). We induced changes in ovariole number in Drosophila melanogaster by genetically altering cell size and cell number in the TFC population, and analyzed TF morphogenesis in these ovaries to understand the cellular basis for the changes in ovariole number. Increasing TFC size contributed to higher ovariole number by increasing TF number. Similarly, increasing total TFC number led to higher ovariole number via an increase in TF number. By analyzing ovarian morphogenesis in another Drosophila species we showed that TFC number regulation is a target of evolutionary change that affects ovariole number. In contrast, temperature-dependent plasticity in ovariole number was due to changes in cell-cell sorting during TF morphogenesis, rather than changes in cell size or cell number. We have thus identified two distinct developmental processes that regulate ovariole number: establishment of total TFC number, and TFC sorting during TF morphogenesis. Our data suggest that the genetic changes underlying species-specific ovariole number may alter the total number of TFCs available to contribute to TF formation. This work provides for the first time specific and quantitative developmental tools to investigate the evolution of a highly conserved reproductive structure. (C) 2011 Elsevier Inc. All rights reserved.",2012,DEVELOPMENTAL BIOLOGY,10.1016/j.ydbio.2011.12.017,Web of Science,savedrecs.bib,1
98,yes,Article,Reynolds; Chevonne and Byrne; Marcus J.,"Alternate Reproductive Tactics in an African Dung Beetle, <i>Circellium bacchus</i> (Scarabeidae)","Male-male competition is recognized as a potent force of sexual selection. When intra-sexual competition is strong then selection theory predicts that alternative male phenotypes will evolve. Circellium bacchus is a large, hornless, ball-rolling dung beetle with extensive variation in size and subject to intense male-male contest competition. We proposed that small male C. bacchus, which are unlikely to be successful in male contest competition, would adopt the alternative reproductive tactic of sneaking copulations. This alternative tactic is likely to influence not only behavior, but morphology with an expectation that sneaking males would invest more resources in testes development. Investigation of testis allometry revealed that smaller male C. bacchus beetles had relatively larger testes than their bigger conspecifics. Furthermore, as resources may be limited during larval development, differential investment in testes development should result in adult male beetles either competing for fertilizations or for access to mates. This is seen in C. bacchus as two alternate male phenotypes; smaller beetles with a relatively low body mass invest proportionately more in testes development compared to larger, heavier form in which testes size does not scale with condition. To our knowledge this study provides the first investigation of alternative phenotypes in the reproductive tactics of a ball-rolling dung beetle species.",2013,JOURNAL OF INSECT BEHAVIOR,10.1007/s10905-012-9365-1,Web of Science,savedrecs.bib,1
99,no,Article,Simpson; Stephen J. and Miller; Gabriel A.,"Maternal effects on phase characteristics in the desert locust, <i>Schistocerca gregaria</i>:: A review of current understanding","Desert locusts demonstrate pronounced density-dependent polyphenism: a complex suite of traits shifts over the lifetime of an individual in response to crowding or isolation. These changes also accumulate across generations through a maternal effect. Female desert locusts alter the developmental trajectory of their offspring in response to their own experience of crowding. The mother possesses a memory of both the recency and extent of crowding and shifts the phase state of her hatchlings accordingly. Extensive experimental work has shown that offspring behaviour is controlled by a low molecular weight, polar compound (or compounds) released from the mother's accessory glands. The chemical identity of this agent is not yet known. (c) 2007 Elsevier Ltd. All rights reserved.",2007,JOURNAL OF INSECT PHYSIOLOGY,10.1016/j.jinsphys.2007.05.011,Web of Science,savedrecs.bib,1
100,no,Article,Hallsson; L. R. and Chenoweth; S. F. and Bonduriansky; R.,The relative importance of genetic and nongenetic inheritance in relation to trait plasticity in <i>Callosobruchus maculatus</i>,"A trait's response to natural selection will reflect the nature of the inheritance mechanisms that mediate the transmission of variation across generations. The relative importance of genetic and nongenetic mechanisms of inheritance is predicted to be related to the degree of trait plasticity, with nongenetic inheritance playing a greater role in the cross-generational transmission of more plastic traits. However, this prediction has never been tested. We investigated the influence of genetic effects and nongenetic parental effects in two morphological traits differing in degree of plasticity by manipulating larval diet quality within a cross-generational split-brood experiment using the seed beetle Callososbuchus maculatus. In line with predictions, we found that the more plastic trait (elytron length) is strongly influenced by both maternal and paternal effects whereas genetic variance is undetectable. In contrast, the less plastic trait (first abdominal sternite length) is not influenced by parental effects but exhibits abundant genetic variance. Our findings support the hypothesis that environment-dependent parental effects may play a particularly important role in highly plastic traits and thereby affect the evolutionary response of such traits.",2012,JOURNAL OF EVOLUTIONARY BIOLOGY,10.1111/jeb.12014,Web of Science,savedrecs.bib,1
101,no,Article,Win; Aye T. and Kojima; Wataru and Ishikawa; Yukio,Female Condition-dependent Allocation of Nuptial Gifts by Males in the Moth <i>Ostrinia scapulalis</i> (Lepidoptera: Crambidae),"The males of many insect species transfer a spermatophore, i.e., a proteinaceous capsule containing sperm, to females during copulation, and this may also function as a nuptial gift. If production of the spermatophore is costly and variations in the quality of females are large, males may strategically allocate their investment based on the quality of the mate to maximize their own reproductive success. We examined the size and protein content of spermatophores transferred to females of different ages and body sizes, and also to water-deprived and water-replete females in the moth Ostrinia scapulalis (Walker). Males transferred a spermatophore of a smaller size or with less protein to older females, smaller females, and water-deprived females. These results indicated that O. scapulalis males manipulated their reproductive investment based on the conditions of the mate. We also demonstrated that older males varied their resource allocation to a greater extent in response to female conditions than younger males. Thus, resource allocation by the males of this species is modulated by both female conditions and the age of the males.",2015,ANNALS OF THE ENTOMOLOGICAL SOCIETY OF AMERICA,10.1093/aesa/sav010,Web of Science,savedrecs.bib,1
102,yes,Article,Brent; Colin S. and Schal; Coby and Vargo; Edward L.,Endocrine effects of social stimuli on maturing queens of the dampwood termite <i>Zootermopsis angusticollis</i>,"The reproductive physiology of social insects is often highly responsive to social stimuli from nestmates, but the mechanisms underlying this sensitivity are usually poorly understood. The effect of varied social conditions on the endocrinology and ovarian maturation in maturing female primary reproductives of the damp-wood termite Zootermopsis angusticollis Hagen is studied to better understand their developmental responses to conspecifics. Newly dealate queens are paired with a reproductive male, with another maturing female, or are allowed to mature in isolation. Developmental responses are tracked by monitoring rates of juvenile hormone (JH) production by corpora allata in vitro, haemolymph ecdysteroids titres and ovarian development after 5, 10, 15 and 30 days of maturation. Significant declines in rates of JH production rates are observed by days 5, 10 and 30, respectively, for females paired with males, left to mature in isolation or paired with a female. Ecdysteroid titres increase by day 5 and stay elevated in females nesting with males. By contrast, for CA from females that are isolated or paired with another female, the titres decline and stay low until at least day 15, but increase significantly by day 30. These hormonal differences correspond to differential rates of physiological maturation, with more rapid ovarian development occurring in females paired with a male, than in those nesting alone or with another female. The results suggest that JH and ecdysteroids modulate the ovarian response of alates to stimuli from nestmates during this period of maturation, and that JH and ecdysteroid titres may be regulated independently during this period of development.",2007,PHYSIOLOGICAL ENTOMOLOGY,10.1111/j.1365-3032.2006.00536.x,Web of Science,savedrecs.bib,1
103,no,Article,Contreras-Garduno; Jorge and Cordoba-Aguilar; Alex and Lanz-Mendoza; Humberto and Cordero Rivera; Adolfo,Territorial behaviour and immunity are mediated by juvenile hormone: the physiological basis of honest signalling?,"The role of the juvenile hormone (JH) as a potential mediator in the trade-off between male-male competition and immune response has not been tested, but its study could reveal a potential mechanism that mediates resource allocation between these two traits. Controlling for body size, we tested whether males of the territorial damselfly Calopteryx virgo administrated with methoprene acid, an analog of the JH (JHa), compared to control males, increased their aggression and occupation time on territories but decreased their phenoloxidase (PO) activity (a key enzyme used during immune response after a bacterial challenge). We found an increase in aggression in JHa treated males compared to control males, but the opposite was found for PO activity. As fat load and muscle mass are also important traits during a contest, we tested whether JHa males compared to control males showed more fat and muscle content 2 h after JHa administration. Our results did not show a significant difference between both male groups, suggesting that JHa only increased aggression. These results and a review of other published articles, which have documented an effect of JH on a variety of functions in insects, suggest that JH may be a target of sexual selection: this hormone not only promotes the expression of secondary sexual characters but also seems condition-dependent and so its titers may indicate male condition.",2009,FUNCTIONAL ECOLOGY,10.1111/j.1365-2435.2008.01485.x,Web of Science,savedrecs.bib,1
104,no,Article,Modak; Sambita and Brown; William D. and Balakrishnan; Rohini,Decoupling of female phonotaxis and mating propensity in a tree cricket,"In species where males use long-distance acoustic signals for mate attraction, male mating success is typically attributed to condition-dependent male signalling and female mate choice in response to the variation in male signal quality. However, condition-dependent female response to male signals might also affect male mating success, especially in orthopteran insects, where mating pair formation usually depends on a female successfully performing phonotaxis in response to a signalling male. Female motivation to engage in mate search and mating will depend on the associated costs and benefits, which can in turn be influenced by female condition. In this study, we assessed the role of adult female condition, including diet and mating status, in determining female mate search and mating propensity in the polyandrous tree cricket, Oecanthus henryi, where mating involves nuptial feeding of females by males. We also investigated the effect of female diet and mating status on mating behaviour, including female latency to mount males (LM), courtship feeding duration (CFD) and spermatophore attachment duration (SPAD). We found that female mating status is an important determinant of motivation to perform phonotaxis to male calls. We also observed a distinct decoupling of phonotactic and re-mating propensity in mated females. While most O. henryi females re-mated readily within and across nights, the phonotactic propensity of mated females dropped significantly compared to virgins. Female diet, however, did not affect their phonotactic and mating behaviour. Mated females had longer LM and shorter CFD and SPAD, suggesting lower fitness for males when paired with mated females. Significance statement This study illustrates a condition-dependent decoupling of female mate search and mating behaviour through the longitudinal assessment of reproductive behaviour in Oecanthus henryi females. We establish female mating status as a key determinant of female motivation to perform phonotaxis, interestingly decoupled from the motivation to mate. Tree cricket females typically find mates by locating the calling songs of signalling males (phonotaxis). Our results suggest that the low proportion of phonotactically active females observed in wild O. henryi populations may reflect their mated status. Low proportion of actively searching females in a population could lead to stronger sexual selection pressure on males and consequent emergence of alternative male reproductive strategies. The reduced phonotaxis, increased latency to mount and reduced spermatophore attachment duration in non-virgin females may be due to either male suppression of female responses, indicating sexual conflict, or greater pre- and post-copulatory female choice.",2021,BEHAVIORAL ECOLOGY AND SOCIOBIOLOGY,10.1007/s00265-021-03084-3,Web of Science,savedrecs.bib,1
105,no,Article,Posledovich; Diana and Toftegaard; Tenna and Wiklund; Christer and Ehrlen; Johan and Gotthard; Karl,Phenological synchrony between a butterfly and its host plants: Experimental test of effects of spring temperature,"1. Climate-driven changes in the relative phenologies of interacting species may potentially alter the outcome of species interactions. 2. Phenotypic plasticity is expected to be important for short-term response to new climate conditions, and differences between species in plasticity are likely to influence their temporal overlap and interaction patterns. As reaction norms of interacting species may be locally adapted, any such climate-induced change in interaction patterns may vary among localities. However, consequences of spatial variation in plastic responses for species interactions are understudied. 3. We experimentally explored how temperature affected synchrony between spring emergence of a butterfly, Anthocharis cardamines, and onset of flowering of five of its host plant species across a latitudinal gradient. We also studied potential effects on synchrony if climate-driven northward expansions would be faster in the butterflies than in host plants. Lastly, to assess how changes in synchrony influence host use we carried out an experiment to examine the importance of the developmental stage of plant reproductive structures for butterfly oviposition preference. 4. In southern locations, the butterflies were well-synchronized with the majority of their local host plant species across temperatures, suggesting that thermal plasticity in butterfly development matches oviposition to host plant development and that thermal reaction norms of insects and plants result in similar advancement of spring phenology in response to warming. In the most northern region, however, relative phenology between the butterfly and two of its host plant species changed with increased temperature. We also show that the developmental stage of plants was important for egg-laying, and conclude that temperature-induced changes in synchrony in the northernmost region are likely to lead to shifts in host use in A.cardamines if spring temperatures become warmer. Northern expansion of butterfly populations might possibly have a positive effect on keeping up with host plant phenology with more northern host plant populations. 5. Considering that the majority of insect herbivores exploit multiple plant species differing in their phenological response to spring temperatures, temperature-induced changes in synchrony might lead to shifts in host use and changes in species interactions in many temperate communities.",2018,JOURNAL OF ANIMAL ECOLOGY,10.1111/1365-2656.12770,Web of Science,savedrecs.bib,1
106,yes,Article,Bowen; Anne E. and Gurule-Small; Gabrielle A. and Tinghitella; Robin M.,Anthropogenic noise reduces male reproductive investment in an acoustically signaling insect,"Rapidly changing environments impose novel selection pressures on organisms, and sometimes adaptive phenotypic plasticity allows organisms to survive and reproduce in the face of environmental change. However, plastic responses can also be maladaptive. In this study, we investigate whether male reproductive investment responds plastically to varied experience with traffic noise. We exposed male crickets chronically to one of three noise treatments from the 2nd-3rd instar until their natural death: masking traffic noise (including noise that overlaps in frequency with the male crickets' mating calls), non-masking traffic noise (an identical traffic noise track from which we digitally removed the frequencies that mask the crickets' mating call), and silence. We dissected and weighed their testes and spermatophore molds. Controlling for body mass, we found that the spermatophore molds of crickets reared in masking and non-masking noise were 29\% and 24\% lighter, respectively, than those of crickets reared in silence. There were no differences in body mass-adjusted testes mass among treatments. If spermatophore mold mass is positively associated with male reproductive output, this reduction in size could have negative fitness consequences for animals exposed to traffic noise. We encourage future work to investigate impacts of noise on reproductive investment in other study systems that are likely sensitive to anthropogenic noise (e.g., birds, frogs, singing insects). Significance statement Anthropogenic noise is a pervasive pollutant and chronic noise can negatively affect fitness. How does anthropogenic noise influence reproductive investment? Phenotypically plastic responses to noise may increase survival and reproduction in noisy environments. Traffic noise masks the sounds crickets make, potentially changing conspecifics' perception of population density, mate availability, and the risk of sperm competition. We found that male crickets reared in silence developed significantly larger spermatophore molds (a reproductive structure that delivers the sperm containing packet to the female) than those reared in traffic noise. If the spermatophore mold influences male reproductive output, this reduction in size may have negative impacts on reproductive success of animals exposed to masking traffic noise.",2020,BEHAVIORAL ECOLOGY AND SOCIOBIOLOGY,10.1007/s00265-020-02868-3,Web of Science,savedrecs.bib,1
107,yes,Article,Somjee; Ummat and Allen; Pablo E. and Miller; Christine W.,"Different environments lead to a reversal in the expression of weapons and testes in the heliconia bug, <i>Leptoscelis tricolor</i> (Hemiptera: Coreidae)","In many species, males invest both in weapons used in competitions for access to mates and testes size to increase competitive chances for fertilizations. The expression of weapons and testes can be sensitive to environmental factors experienced during development. However, relatively few studies have examined the effects of discrete, natural developmental environments on the expression of these traits in wild populations. In the present study, we examined the development of these primary and secondary sexual traits for the Heliconia bug, Leptoscelis tricolor (Hemiptera: Coreidae) across two different natural host plants, Heliconia mariae and Heliconia platystachys. Development on H.platystachys resulted in increased investment in weapons and reduced investment in testes, whereas development on H.mariae resulted in the opposite pattern.(c) 2015 The Linnean Society of London,",2015,BIOLOGICAL JOURNAL OF THE LINNEAN SOCIETY,10.1111/bij.12544,Web of Science,savedrecs.bib,1
108,no,Article,Wojciechowski; Marek and Rafalski; Dominik and Kucharski; Robert and Misztal; Katarzyna and Maleszka; Joanna and Bochtler; Matthias and Maleszka; Ryszard,Insights into DNA hydroxymethylation in the honeybee from in-depth analyses of TET dioxygenase,"In mammals, a family of TET enzymes producing oxidized forms of 5-methylcytosine (5mC) plays an important role in modulating DNA demethylation dynamics. In contrast, nothing is known about the function of a single TET orthologue present in invertebrates. Here, we show that the honeybee TET (AmTET) catalytic domain has dioxygenase activity and converts 5mC to 5-hydroxymethylcytosine (5hmC) in a HEK293T cell assay. In vivo, the levels of 5hmC are condition-dependent and relatively low, but in testes and ovaries 5hmC is present at approximately 7-10\% of the total level of 5mC, which is comparable to that reported for certain mammalian cells types. AmTET is alternatively spliced and highly expressed throughout development and in adult tissues with the highest expression found in adult brains. Our findings reveal an additional level of flexible genomic modifications in the honeybee that may be important for the selection of multiple pathways controlling contrasting phenotypic outcomes in this species. In a broader context, our study extends the current, mammalian-centred attention to TET-driven DNA hydroxymethylation to an easily manageable organism with attractive and unique biology.",2014,OPEN BIOLOGY,10.1098/rsob.140110,Web of Science,savedrecs.bib,1
109,no,Article,Garcia-Gonzalez; Francisco,Male genetic quality and the inequality between paternity success and fertilization success:: Consequences for studies of sperm competition and the evolution of polyandry,"Studies of postcopulatory sexual selection typically estimate a male's fertilization success from his paternity success (P-2) calculated at hatching or birth. However, P-2 may be affected by differential embryo viability, thereby confounding estimations of true fertilization success (F-2) This study examines the effects of variation in the ability of males to influence embryo viability upon the inequality between P-2 and F-2. It also investigates the consequences of this inequality for testing the hypothesis that polyandrous females accrue viability benefits for their offspring through facilitation of sperm competition (good-sperm model). Simulations of competitive mating trials show that although relative measures of male reproductive success tend to underestimate the strength of underlying good-sperm processes, good-sperm processes can be seriously overestimated using P-2 values if males influence the viability of the embryos they sire. This study cautions the interpretation of P-2 values as a proxy for fertilization success or sperm competitiveness in studies of postcopulatory sexual selection, and highlights that the good-sperm hypothesis needs empirical support from studies able to identify and separate unequivocally the males' ability to win fertilizations from their ability to influence the development of embryos.",2008,EVOLUTION,10.1111/j.1558-5646.2008.00362.x,Web of Science,savedrecs.bib,1
110,yes,Article,Shiel; Brett P. and Sherman; Craig D. H. and Elgar; Mark A. and Johnson; Tamara L. and Symonds; Matthew R. E.,"Investment in sensory structures, testis size, and wing coloration in males of a diurnal moth species: trade-offs or correlated growth?","For dioecious animals, reproductive success typically involves an exchange between the sexes of signals that provide information about mate location and quality. Typically, the elaborate, secondary sexual ornaments of males signal their quality, while females may signal their location and receptivity. In theory, the receptor structures that receive the latter signals may also become elaborate or enlarged in a way that ultimately functions to enhance mating success through improved mate location. The large, elaborate antennae of many male moths are one such sensory structure, and eye size may also be important in diurnal moths. Investment in these traits may be costly, resulting in trade-offs among different traits associated with mate location. For polyandrous species, such trade-offs may also include traits associated with paternity success, such as larger testes. Conversely, we would not expect this to be the case for monandrous species, where sperm competition is unlikely. We investigated these ideas by evaluating the relationship between investment in sensory structures (antennae, eye), testis, and a putative warning signal (orange hindwing patch) in field-caught males of the monandrous diurnal painted apple moth Teia anartoides (Lepidoptera: Lymantriidae) in southeastern Australia. As predicted for a monandrous species, we found no evidence that male moths with larger sensory structures had reduced investment in testis size. However, contrary to expectation, investment in sensory structures was correlated: males with relatively larger antennae also had relatively larger eyes. Intriguingly, also, the size of male orange hindwing patches was positively correlated with testis size.",2015,ECOLOGY AND EVOLUTION,10.1002/ece3.1459,Web of Science,savedrecs.bib,1
111,no,Article,Benoit; Joshua B. and Bose; Joy and Bailey; Samuel T. and Polak; Michal,Interactions with ectoparasitic mites induce host metabolic and immune responses in flies at the expense of reproduction-associated factors,"Parasites cause harm to their hosts and represent pervasive causal agents of natural selection. Understanding host proximate responses during interactions with parasites can help predict which genes and molecular pathways are targets of this selection. In the current study, we examined transcriptional changes arising from interactions betweenDrosophila melanogasterand their naturally occurring ectoparasitic mite,Gamasodes queenslandicus. Shifts in host transcript levels associated with behavioural avoidance revealed the involvement of genes underlying nutrient metabolism. These genetic responses were reflected in altered body lipid and glycogen levels in the flies. Mite infestation triggered a striking immune response, while male accessory gland protein transcript levels were simultaneously reduced, suggesting a trade-off between host immune responses to parasite challenge and reproduction. Comparison of transcriptional analyses during mite infestation to those during nematode and parasitoid attack identified host genes similarly expressed in flies during these interactions. Validation of the involvement of specific genes with RNA interference lines revealed candidates that may directly mediate fly-ectoparasite interactions. Our physiological and molecular characterization of theDrosophila-Gamasodesinterface reveals new proximate mechanisms underlying host-parasite interactions, specifically host transcriptional shifts associated with behavioural avoidance and infestation. The results identify potential general mechanisms underlying host resistance and evolutionarily relevant trade-offs.",2020,PARASITOLOGY,10.1017/S0031182020000918,Web of Science,savedrecs.bib,1
112,no,Article,Werner; Michael and Simmons; Leigh W.,The evolution of male genitalia:: functional integration of genital sclerites in the dung beetle <i>Onthophagus taurus</i>,"It is now widely recognized that sexual selection has been important in the rapid and divergent evolution of male genital morphology. However, distinguishing among putative mechanisms of sexual selection acting on male genital morphology represents a considerable challenge. Although there is growing evidence that variation in the size and/or shape of male genital structures can determine a male's success in gaining fertilizations, our knowledge of the functional morphology of male genitalia remains limited. Here we examine the functional morphology of genital sclerites that are known to influence paternity in the dung beetle Onthophagus taurus. We show that three of the sclerites form a functionally integrated unit that generates the tubular-shaped spermatophore and delivers its opening to the female's spermathecal duct. A fourth sclerite acts as a holdfast device during copulation. Our observations shed light on the mechanism by which these sclerites influence a male's paternity, and their patterns of phenotypic and genetic (co)variation. (c) 2008 The Linnean Society of London.",2008,BIOLOGICAL JOURNAL OF THE LINNEAN SOCIETY,10.1111/j.1095-8312.2007.00924.x,Web of Science,savedrecs.bib,1
113,no,Article,Shigenobu; Shuji and Hayashi; Yoshinobu and Watanabe; Dai and Tokuda; Gaku and Hojo; Masaru Y. and Toga; Kouhei and Saiki; Ryota and Yaguchi; Hajime and Masuoka; Yudai and Suzuki; Ryutaro and Suzuki; Shogo and Kimura; Moe and Matsunami; Masatoshi and Sugime; Yasuhiro and Oguchi; Kohei and Niimi; Teruyuki and Gotoh; Hiroki and Hojo; Masaru K. and Miyazaki; Satoshi and Toyoda; Atsushi and Miura; Toru and Maekawa; Kiyoto,Genomic and transcriptomic analyses of the subterranean termite <i>Reticulitermes</i> <i>speratus</i>: Gene duplication facilitates social evolution,"Termites are model social organisms characterized by a polyphenic caste system. Subterranean termites (Rhinotermitidae) are ecologically and economically important species, including acting as destructive pests. Rhinotermitidae occupies an important evolutionary position within the clade representing a transitional taxon between the higher (Termitidae) and lower (other families) termites. Here, we report the genome, transcriptome, and methylome of the Japanese subterranean termite Reticulitermes speratus. Our analyses highlight the significance of gene duplication in social evolution in this termite. Gene duplication associated with caste-biased gene expression was prevalent in the R. speratus genome. The duplicated genes comprised diverse categories related to social functions, including lipocalins (chemical communication), cellulases (wood digestion and social interaction), lysozymes (social immunity), geranylgeranyl diphosphate synthase (social defense), and a novel class of termite lineage-specific genes with unknown functions. Paralogous genes were often observed in tandem in the genome, but their expression patterns were highly variable, exhibiting caste biases. Some of the assayed duplicated genes were expressed in caste-specific organs, such as the accessory glands of the queen ovary and the frontal glands of soldier heads. We propose that gene duplication facilitates social evolution through regulatory diversification, leading to caste-biased expression and subfunctionalization and/or neofunctionalization conferring caste-specialized functions.",2022,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,10.1073/pnas.2110361119,Web of Science,savedrecs.bib,1
